FY,APPL_ID,"PROJECT_NUM","ABSTRACT_TEXT","SP_CODE"
2013,8402573,"5 UM1 AI069424-07","The UCLA AIDS Prevention and Treatment Clinical Trials Unit (UCLA-APT-CTU) is a multidisciplinary research unit composed of a core administrative unit and four clinical research sites in metropolitan Los Angeles. The investigative team has over 15 years of leadership experience in the design, implementation, and conduct of clinical trials evaluating both therapeutic and prevention strategies. Under the leadership of Judith Currier MD, MSc and a senior investigator team including Thomas Coates, PhD, Ronald Mitsuyasu, MD, Eric Daar, MD, Cathy Reback, Ph D, Steve Shoptaw, PhD and Stephen Brown MD, the unit will participate in the design and conduct of studies addressing the following four priority research areas; Prevention of HIV Infection, Translational Research/Drug Development, Optimization of Clinical Management, and Vaccine Research and Development in collaboration with the AIDS Clinical Trials Group (ACTG), the HIV Prevention Trials Network (HTPN) and the Vaccine Trials Network (VTN). The CTU has an administrative core and clinical research site at the UCLA Center for Clinical AIDS Research and Education (CARE Center) and additional Clinical Research Sites (CRS) at Harbor UCLA Medical Center and Friends Research Institute/Integrated Substance Abuse Program (ISAP) UCLA and AIDS Research Alliance. The specific aims of our unit are to: 1. Evaluate new and potentially more effective HIV treatments. 2. Evaluate strategies for optimal use of antiretroviral therapies (ARV) in diverse populations. 3. Evaluate strategies to optimize the management of HIV infection and related co-morbidities. 4. Investigate HIV vaccines for therapy and for prevention of HIV infection. 5. Evaluate novel strategies for prevention of HIV infection in high-risk stimulant and injection drug users. 6. Evaluate strategies using ARV to prevent HIV acquisition. 7. Assess the role of early interventions in acutely infected individuals on long-term outcomes and  transmission rates. 8. Mentor new minority investigators in cross-disciplinary HIV/AIDS research. 9. Make significant contributions to the leadership of the ACTG, HPTN and VTN through participation in the  group leadership, scientific committees and protocol teams. 10. Stimulate community involvement and encourage participation of women and racial/ethnic minorities in  ACTG, HPTN and VTN clinical trials at the UCLA-APT-CTU.","6B,6C,6D,6J"
2013,8402789,"5 UM1 AI069436-07","DESCRIPTION (provided by applicant): 	The goal of the University of Zimbabwe-University of California San Francisco Clinical Trials Unit (UZ-UCSF CTU) is to provide scientific leadership, a well organized and efficient research-support infrastructure, and even high-capacity Clinical Research Sites (CRS) to conduct state-of-the-art HIV/AIDS prevention and treatment intervention trials in Zimbabwe, with potential application throughout southern Africa and other highly affected regions. Currently there are three research programs in Zimbabwe that participate in DAIDS network activities: 1) UZ-UCSF HIV Prevention Trials Unit (HPTN funding); 2) the UZ-Clinical Research Centre (ACTG and HPTN funding); and 3) the UZ Pediatric AIDS Clinical Trials Unit (PACTG funding), each with well-established CRS. We propose to integrate the three programs and seven of their CRS to continue implementation of 12 transitional protocols (HPTN 035, 046, 052; ACTG A5175, A5199, A5221, A5208, A5225; and PACTG A5190/P1054), and to conduct future trials affiliated with four DAIDS networks; the Adult Clinical Trials Group (ACTG), HIV Prevention Trials Network (HPTN), the International Maternal Pediatric Adolescent AIDS Clinical Trials (IMPAACT), and Microbicides Trial Network (MTN). Our CTU brings together many of the world's leading researchers from the finest research and public health institutions around the world. The specific aims in this proposal are to: Aim 1. Develop an integrative Clinical Trials Unit by consolidating three existing research programs into a centralized infrastructure to implement existing transitional protocols associated with four DAIDS Clinical Trials Leadership Groups, and to expand our scientific and logistical capacity to participate in future trials. Objective 1 .a. Provide scientific leadership that promotes high quality research, contributes to priority research areas, oversees capable and productive CRS and supports the development of new researchers. Objective 1 .b. Develop centralized research support components to coordinate fiscal management, quality assurance and control, regulatory, human subjects and ethics, data management, laboratory, pharmacy, training, community advisory board liaison, and counseling functions for all UZ-UCSF CTU activities. Objective 1 .c. Strengthen our management and communication systems to ensure high quality research implementation and effective oversight of the seven proposed CRS.  Objective 1 .d.  Manage transition of clinical protocols from current awards to the proposed CTU structure.  Aim 2. Contribute scientifically to the leadership and prioritization of research activities in four networks: ACTG, HPTN, IMPAACT, and MTN. Aim 3. Achieve meaningful community partnership in the CTU clinical research activities through effective outreach and communication and Community Advisory Board (CAB) participation. Aim 4. Work with established clinical research sites that have proven capacity, experience and a record of scientific productivity.      ADMINISTRATIVE COMPONENT:","3D,3F,5A,6B,6C,6D,6E,6F,6J"
2013,8402790,"5 UM1 AI069471-07","DESCRIPTION (provided by applicant): 	 The Northwestern University Clinical Trials Unit (NU-CTU) is an existing and very productive clinical unit within the AIDS Clinical Trails Group. The NU-CTU has been invited to participate in the current ACTG application for a Network which will focus on translational research/drug development, optimization of clinical management including co-morbidities, vaccine research and development, prevention of mother-to-child transmission and prevention of HIV infection. The NU-CTU consists of 5 individual clinical research sites (CRS) operating under the Northwestern University administrative umbrella. The 5 sites are: Northwestern University Clinical Research Site (NU-CRS), Rush University Clinical Research Site (R J-CRS), and the CORE Center Clinical Research Site (CC-CRS) all located in Chicago, an international site at Fann Hospital/Universite Cheikh Anta Diop in Dakar, Senegal (SN-CRS), and the Peabody Health Center, a member of the Black Clinical Research Consortium, located in Dallas (PC-CRS). The ACTG Leadership has invited the 3 existing ACTG sites, NU-CRS, RU-CRS, and CC-CRS to participate in this recompetitive network grant. The PC-CRS is not an existing site but it has received a special invitation to participate from the ACTG Leadership for the purpose of enhancing minority patient involvement and minority research investigator development. The SN-CRS was not formally invited as only existing ACTG international sites were eligible, however this site is an NIAID/CIPRA grant awardee and a Fogarty grantee and is fully capable of performing clinical trials to NIH standards. We include them now because they are as capable of performing clinical trials as the existing international sites, they would be the only site located in West Africa, the only site with patients predominantly infected with HIV-1 subtype A/G, and the only site with a significant minority of patients infected or co-infected with HIV-2.. We believe these unique features would greatly enhance the ACTG scientific agenda. The NU-CTU is a highly productive and efficient group with an already established track record in performing multicenter, translational research and therapeutic clinical trials, ranking #1 in patient accrual and #3 in scientific productivity for the last 5 year evaluation period. We expect a seamless transition to the new structure described in this application.         ADMINISTRATIVE COMPONENT:","6B,6C,6D,6J"
2013,8402792,"5 UM1 AI069439-07","DESCRIPTION (provided by applicant): 	      The Vanderbilt HIV Clinical Trials Unit (CTU) will consist of an Administrative Component (AC), supporting the HIV Vaccine Clinical Research Site (Vaccine CRS) and the HIV Therapeutics Clinical Research Site (Therapeutics CRS). The long term objectives are to develop an effective: vaccine to prevent HIV infection and to provide HIV-infected patients with new and better therapies to control HIV and it's coinfections as well as to optimize clinical management by minimizing toxicities and complications. The AC will serve several functions: management/overall coordination of the CTU and Leadership Network relationships as well as financial management; scientific coordination and strategic planning; provision of functions and resources shared between the CRSs; leading and supporting community relationships. The location in the epicenter of the epidemic in the Southeast, as well as the proven track records of the proposed investigators and already established research sites provide a strong rationale for this application.  The Vaccine CRS w II continue the outstanding performance of the current Vanderbilt HIV Vaccine Trials Unit. Vanderbilt was included as a preferred site by the HIV Vaccine Trials Network Leadership in their May 2005 submission of a Leadership Network application. The Vaccine CRS will make important contributions to each of the specific aims in the clinical research plan of the proposed vaccine network by enrollment of uninfected volunteers from all risk groups into vaccine trials, expanded recruitment of minority populations, and provision of highly experienced personnel for trials performance and scientific leadership / protocol development for the Network. The Therapeutics CRS will continue the exemplary performance of the current Vanderbilt Adult AIDS Clinical Trials Unit. Vanderbilt was included as a preferred site by the AIDS Clinical Trials. Group Leadership in their May 2005 submission of a Leadership Network application. This CRS will make important contributions to most specific aims of the clinical research plan of the proposed treatment research network. The focus will be on translational research and drug development, as well as optimization of clinical management. This will be facilitated by the Therapeutics CRS's proven ability to enroll H V-infected subjects, a strong plan to further increase enrollment of underserved populations including minoriti3s and subjects from rural areas, established high-quality trials performance, and a record of scientific leadership and accomplishment. Public health will benefit from prevention and better long-term medical treatment of HIV infection.   ADMINISTRATIVE COMPONENT:","4D,4E,6B,6C,6D,6J"
2013,8402793,"5 UM1 AI069495-07","DESCRIPTION (provided by applicant): This application will continue the contributions of an existing AIDS Clinical Trails Unit at Washington University School of Medicine in St. Louis for the next seven years. We propose a Clinical Trial Unit with an administrative structure led by Dr. David Clifford facilitating active contribution to the AIDS Clinical Trials Group (ACTG) network (100%) proposed in an application responding to RFA AI-05-001 headed by Dr. Constance Benson. We will conduct clinical research by recruiting, screening, and enrolling research participants in trials responding to clinical research plans in the following areas: (1) Translational Research/Drug Development, (-25) (2) Optimization of Clinical Management, Including Co-Morbidities,(~55%) (2)Prevention of Mother-to-Child Transmission(~10%) (4) Vaccine Research and Development. (~5%) and (5) Prevention of Infection (5%). This application describes a single Clinical Research Site (CRS) at Washington University School of Medicine that will carry out all portions of this research agenda. The CRS application includes plans for recruiting, screening, and enrolling 20 subjects in typical protocols in the above research areas, as well as ongoing work supporting continuing trials organized by the ACTG system with in excess of100 participating subjects at the present time. The St. Louis CTU will also contribute to scientific leadership assisting development of translational research with particular emphasis on the co-morbidities including neurologic conditions, hepatitis, cardiovascular and metabolic complications. Additional scientific leadership and expertise will continue to be developed in areas of new HIV therapies and pediatric and adolescent manifestations of HIV disease. Ongoing support for a vital Community Advisory Board will be continued under this application, assuring the constructive engagement for advise and counsel from affected populations, as well as providing outreach and educational support to affected populations. Funding this application will provide for ongoing contributions of the Washington University AIDS research community in translation of critical scientific concepts to optimal implementation to the benefit of all persons with HIV infection. We anticipate improvements in therapy that will improve the health in our own community, country, and in the much larger international community affected by HIV/AIDS.   ADMINISTRATIVE COMPONENT:","6B,6C,6D,6J"
2013,8402794,"5 UM1 AI069512-07","DESCRIPTION (provided by applicant): The Chicago Clinical Treatment Unit (CTU) plans to participate in the clinical research proposed by the International Maternal Pediatric Adolescent AIDS Clinical Trial (IMPAACT) network. Our goal is to participate in protocols that are hypothesis-based and pathogenesis-oriented trials designed to 1) advance the ability to interrupt mother-to-child transmission of HIV; 2) improve prevention and treatment interventions for children and adolescents in the United State and internationally; 3) evaluate treatments and prevention of co-infections and co-morbidities in HIV-infected children, adolescents and pregnant women; 4) evaluate vaccines for the prevention of HIV, or to boost the immune system of HIV-infected children and adolescents. The proposed four units of the Chicago CTU are located in different parts of the world. In Chicago, the wide-range catchment area of the Chicago Clinical Research Sites (CRS) and the linkages they have developed with many community-based agencies will allow us to reach effectively many of the children, adolescents and women known to be affected by the HIV epidemic in Chicago and the surrounding area.       The addition of the two international CRSs will strengthen the ability of the CTU to pursue (and hopefully answer) scientific questions which are important to the international community where the majority of the pediatric and adolescent patients are located. US-based researchers with 20-plus years of HIV/AIDS expertise will share their experience and help the international sites to be more effective in their efforts to enroll and follow the large numbers of HIV-infected children, adolescents and women in South Africa and Thailand.         ADMINISTRATIVE COMPONENT","6B,6E"
2013,8402795,"5 UM1 AI069518-07","DESCRIPTION (provided by applicant): 	This application is submitted on behalf of the ongoing HIV Malawi HIV Research Consortium (HRC) which includes the College of Medicine (COM) in Malawi, the University of North Carolina (UNC) at Chapel Hill, NC and the Johns Hopkins University (JHU) Bloomberg School of Public Health in Baltimore, MD. In recognition of the long history of these collaborations, JHU will continue to serve as the primary grantee institution and lead the Administrative Component of the proposed Clinical Trials Unit (CTU). This country-wide consortium includes the resources of the two main medical facilities in Malawi, the Queen Elizabeth Central Hospital in Blantyre and the Kamuzu Central Hospital in Lilongwe (they will represent the Clinical Research Sites).      The HIV/AIDS epidemic is severely impacting the health of children, adolescents, men and women in   Malawi. In some of these populations, the HIV prevalence is more than 30% and HIV incidence is more than 4 per 100 person-years. The Malawi HRC has developed a long-term collaboration focused on a wide spectrum of HIV research that includes most aspects of HIV prevention, HIV treatment and care and nascent vaccine efforts. This consortium has inspired several cutting-edge research projects and very extensive training and technology transfers.      Each participating institution brings essential resources to this collaboration: the COM in Malawi provides a critical ink to all aspects of the health care infrastructure, appropriate patient populations, and in-country personnel required for a successful research program; Johns Hopkins University has provided leadership, training, clinical and laboratory resources, and a diverse scientific research agenda that led to innovative interventions; and UNC has provided access to new populations, increased capacity for biological research, pioneered research on sexually transmitted infections, and increased focus on issues of HIV treatment.      The Aims of this Proposal are I) To implement clinical trials that assess safety, efficacy and acceptability of appropriate interventions in all high priority research areas; II) To expand as needed to additional populations to further investigate HIV pathogenesis, evaluate the development of treatment and prevention strategies that are applicable to populations in resource-constrained settings, and respond to emerging scientific opportunities; and III) To work collaboratively with the Clinical Trials Networks Leadership to contribute to the scientific agenda.      ADMINISTRATIVE COMPONENT:","3D,3F,5A,6B,6C,6D,6E,6J"
2013,8403003,"5 K01 MH095680-02","DESCRIPTION (provided by applicant): The purpose of the proposed Mentored Scientist Career Development Award (K01) is to provide the candidate with mentoring and research experiences that will promote his development as an independent researcher, with particular emphasis in operations and translational research of evidence based (EB) HIV prevention behavioral interventions among vulnerable populations. The objectives of the training are to develop knowledge and skills in: 1) qualitative and mixed methods research to understand the decision-making process among policy makers as it relates to HIV prevention policies; 2) expertise in operations research of EB HIV prevention intervention in international settings; 3) advanced methods for cost-effectiveness analysis; 4) theory-driven behavioral HIV prevention interventions among vulnerable populations and 5) additional training in the ethical conduct of research among vulnerable populations. Training activities will include didactic coursework and specific workshops, directed readings and one-on-one tutorials with mentors. The candidate will receive mentorship from a training committee comprised of internationally renowned experts in the fields of translational research, behavioral science, and mixed methods research at the University of California San Diego. The specific aims of the proposed research are to: 1) qualitatively describe policy makers' perspectives vis-`-vis institutional, political, cultural and individual factors that facilitate or impede the use of economic evaluation research in translating EB behavioral interventions into health policy; 2) To quantitatively characterize Mexican government and community based organizations (CBO) policy-makers' knowledge, attitudes and the experience of translating results from economic evaluation research into policy decisions; 3) To estimate the programmatic cost-effectiveness of the Mujer Segura behavioral intervention, shown to reduce HIV and sexually transmitted infections (STIs) among female sex workers (FSWs) in Mexico during the large scale implementation process compared to current Mexican HIV/STI prevention guidelines. The research aims will be accomplished by conducting a mixed methods research study. Quantitative data will be drawn from the operations costs and health outcomes of the upscale implementation of an efficacious intervention (Mujer Segura) among 960 FSWs in twelve different cities in Mexico (National Institute of Mental Health grant titled:  Implementation of an efficacious intervention for Female Sex Workers in Mexico ; R01MH08754; PI: Patterson; Co-I: Dr. Strathdee). Qualitative data will be collected from in-depth interviews of a sample of 40 policy makers from governmental institutions and CBOs involved in HIV prevention in Mexico. Findings from the proposed research will position the candidate to propose an R01 proposal for in depth study of HIV policy maker's decision making process in HIV translation. Moreover, the candidate's binational and ethnic minority background combined with the proposed training and research will support a career trajectory focused on vulnerable, underserved populations at risk for HIV infection.","5B"
2013,8403044,"5 K23 MH094250-02","DESCRIPTION (provided by applicant): Becky L. White, MD, MPH is an Assistant Professor of Medicine at the University of North Carolina at Chapel Hill (UNC CH) who has recently completed an MPH. Career Goals: Dr. White's career goal is to become an independently-funded patient-oriented researcher focusing on provider-level behavioral interventions to improve HIV health outcomes and prevent secondary transmission. Career Developmental Plans: Dr. White will obtain advanced research training in advanced quantitative/qualitative methods, health care provider/organizational behavior change theory and scientific writing skills. Her immediate objective is to develop an empirically informed theory- based intervention to enhance HIV screening among primary care physicians in the Southeast. Her long term objective is to develop a comprehensive research program to increase early identification of HIV and prevent secondary spread. Specific Aims: The aims of the proposed research are to 1) examine the relationship between a) provider's individual and environmental factors and b) the adoption and adherence to routine screening among NC physicians 2) develop and refine an intervention to enhance HIV screening among NC primary care physicians. Research Methods: She will use quantitative methodology to test her hypothesis and identify barriers and facilitators to HIV screening. She will also use qualitative research methods to inform the development of the intervention to enhance physician screening. Environment: She has access to many resources at the University of North Carolina at Chapel Hill, which is known for its multi-disciplinary environment. She will work with the UNC Chapel Hill's Communication for Health Applications and Interventions (CHAI ) core, and partner with the physicians in the Sheps Center's Practice Based Research Networks. Mentorships: She will work with mentors and advisors with expertise and experience in behavior change/intervention development (Carol E. Golin MD), primary care physician research methods ( Donald E. Pathman MD MPH), advanced quantitative techniques (Catherine Zimmer) and minority career development (Adaora A. Adimora MD MPH) to integrate her career and research goals. Relevance: The knowledge gained from this training and research program has the potential to identify more HIV-infected patients earlier in health care settings. Furthermore, this proposal fulfills goals of Healthy Peope 2010 and the National HIV/AIDS strategy.","5A"
2013,8403060,"5 P50 CA058184-18","The Johns Hopkins Lung Cancer SPORE is in its fourteenth year and continues to have as its goals, the performance of highly translational research to provide new means for the prevention of, risk assessment for, early detection of, gauging prognosis of, and therapy for, lung cancers of all types. Our work encompasses collaboration with other Lung Cancer SPORE'S, extensive leveraging of foundation, institutional, and commercial partnering support, and interaction with other NCI initiatives. We use flexibility of the SPORE funding mechanism to extend projects that continually evolve higher and higher translational potential and curtail those that do not. We emphasize incorporation of new concepts and directions to facilitate development of areas that are headed for ultimate translational verification and even movement to common clinical practice. Two projects, Projects 1 and 2, the latter a collaborative venture with the Colorado SPORE, stress biomarker research at the highest translational level. Both involve highest translational level validation of gene DNA hypermethylation markers with high promise for: a) in assays of tumor and lymph node DNA, restaging stage 1 to stage 3 lung cancer and predicting patients with highest risk for rapid disease recurrence; and b) in assays of sputum DNA, predicting individuals at highest risk for imminent development of lung cancer and /or facilitating early diagnosis of the disease. In both projects, implications of the markers for developing epigenetic approaches to adjuvant therapy and prevention will be directly explored. This work also links participation of the Hopkins SPORE with the consortium lloprost chemoprevention trials (Lung Cancer Biomarker Chemoprevention Consortium-LCBCC) involving other Lung Cancer SPORES and, especially, the Colorado SPORE. In terms of developing novel lung cancer therapies, Project 4 is at a very high translational level with correlative science to be conducted in the setting of first in human clinical trials for the inhibition of the enzyme, fatty acid synthase. Project 3, will explore the correlation, in non-small cell lung cancer, of newly found frequent mutations in the NRF2 stress response pathway, that renders this protein constitutively active in the nucleus, with the presence of drug resistance to commonly employed treatment regimens and the possibilities for inhibiting this pathway to reverse chemoresistance.",
2013,8403187,"5 R01 CA085180-12","DESCRIPTION (provided by applicant):  Epstein - Barr virus is an important cause Hodgkin's Disease, Lymphomas, and Lymphoproliferative Diseases, particularly in people with HIV infection and other immune- compromised states. The EBV oncoprotein Latent Membrane Protein 1 transforms B-cells through 2 essential signaling domains for B cell growth: Transformation effect site 1, which activates non- canonical NFkB and site 2, which activates canonical NFkB. Both NFkB pathways are necessary for infected cell growth and survival. To discover key components of LMP1 affected NFkB pathways, our AIMS are to: (1) Characterize key B-cell proteins required for LMP1 TES2 canonical NFkB activation for their role in TRAF6 and IKK activation, NEMO ubiquitination, and nuclear RelA phosphorylation. Candidates for missing kinases, phosphatases, E3 ligases, and scaffolds have been identified through a genome wide siRNA screen in 293 cells and will be evaluated in B cells. (2) Key B-cell proteins required for LMP1 TES1 non-canonical NFkB activation will be identified. This aim will focus on unique LMP1 effects through TRAFs, will employ LMP1 and TRAF genetic analyses and will identify novel cell proteins critical for LMP1-mediated non-canonical NFkB activation. (3) Identify combinations of AIM 1 and 2 target proteins knockdowns that create synthetic lethal effects, when both are depleted from EBV-transformed B cells. AIM3 experiments exploit what we learn in AIMS 1 and 2 to identify the Achilles' Heel of EBV-associated lymphomas.  NFkB small molecule inhibitors that are not specific for LMP1-mediated NFkB activation will likely be limited by side-effects, including inhibition of critical immune responses. These studies specifically address NCI goals outlined in PA10-290 by determining the mechanism by which EBV affects tumor promotion and progression, by discovering novel targets for rational drug discovery for the treatment of persons afflicted with AIDS-defining malignancies, and by using combinatorial genomic methodologies to further development of therapeutic agents. Our discoveries will elucidate new key targets in NFkB activation and more broadly advance priority target-based tool compound discovery.","2F"
2013,8403532,"5 R01 HD057789-05","DESCRIPTION (provided by applicant): In the U.S., sexually transmitted infections (STIs) disproportionately affect adolescents, especially African Americans [CDC, STD Surveillance, 2005]. Sexual risk behaviors do not solely explain the magnitude of their increased risk [Ellen el al., 1998], leading investigators to explore other explanations such as partner selection patterns. Numerous studies have found that certain sexual partner characteristics, more broadly referred to as sexual mixing patterns, are associated with STIs, with differences by gender and ethnicity. For example, compared to their peers, African American male youth more likely to have concurrent sex partners [CDC, YRBS, 2004] and African American female youth are more likely to have partners who have been incarcerated [Mertz, 2002; Pack, 2000; Oh, 1994]. Our current understanding of the socio-cultural determinants of sex partner selection is limited. Theories of sexual partner selection that could be proposed to inform our discussion have not been developed with impoverished youth of color in mind. The goal of the proposed study is to identify factors beyond socioeconomic status and individual sexual behaviors, particularly social contexts, which contribute to high rates of STIs in African American youth. Specifically, we are interested in examining gender role beliefs and their association with sexual partner selection and risk behaviors among an urban sample of youth. Gender role beliefs are culturally-bound beliefs and expectations about men and women that dictate unique and specific gendered behaviors. Through a demographically representative sample of 15-24 year olds in Baltimore, MD, the study aims to: 1. determine if gender role beliefs (hypermasculinity, hyperfemininity, power distribution in relationships), sexual partner selection patterns, and risky sexual behaviors vary by age, gender, race/ethnicity, and SES; 2. determine whether gender role beliefs mediate the effects of race/ethnicity and SES on sexual partner selection patterns and risky sexual behaviors; and 3. qualitatively explore gender role beliefs and sexual behaviors among 15-24 year old females in Baltimore, MD. To meet the study aims, we will conduct a random-sample cross-sectional survey (N=480) and in-depth interviews (N=40) of 15-24 year olds across Baltimore City, Maryland. The study is one of the first community-based studies of gender role beliefs and partner selection patterns among an economically and racially diverse sample of male and female youth.","5B"
2013,8403631,"5 R01 CA117830-08","DESCRIPTION (provided by applicant): KSHV is the causative agent of Kaposi's sarcoma (KS) that occurs most frequently and severely in HIV-AIDS. KSHV has also been implicated in several lymphoid disorders, including pleural effusion lymphoma (PEL) and Castleman's disease. Long-term latent infection in B-lymphocytes and persistent infection in endothelial cells is thought to be a major driving force for KSHV-associated pathogenesis. Latent infection is characterized by the transcription of several viral genes associated with viral genome stability and host-cell survival. The major latency transcript is a multicistronic message that consists of the LANA, vCyclin, and vFLIP genes, which can be alternatively spliced to generate the viral microRNAs (vmiRNAs) and Kaposin genes. The latency transcriptional control is also responsible for the regulation of the vGPCR gene, which has been implicated in KS pathogenesis. Proper regulation of these viral transcripts is critical for viral genome persistence during latency and for pathogenesis in KSHV infected lesions. Our preliminary data indicates that this region of the viral chromosome is protected from epigenetic silencing by the chromatin insulator protein CTCF and colocalization with cohesin subunits (e.g. SMC1, SMC3, Rad21). In addition, changes in CTCF-cohesin interactions contribute to the cell cycle activation of vGPCR in latently infected PEL cells. We have also found that these CTCF sites in the latency control region are important for the programming of RNA polymerase II elongation and mRNA processing. In Aim 1, we will determine how the CTCF-cohesin complex contributes to the regulation of latency transcription, and protects the major latency control region from epigenetic silencing. We have also found that viral encoded miRNAs contribute to the epigenetic programming of the viral chromosome during latency. We propose in Aim 2 of this proposal to determine whether CTCF-cohesin complex regulates vmiRNA expression, and additionally, whether vmiRNAs coregulate the function of CTCF- cohesins in regulating the epigenetic state of the latent viral chromosome. Finally, we propose to investigate the mechanism of a small molecule inhibitor that selectively deregulates KSHV latency transcription. Glychyrrizic acid (GA) is a bioactive natural product derived from licorice that selectively inhibits KSHV positive PEL cell proliferation. We have found that GA deregulates RNA polymerase II interactions with the CTCF- cohesin complex at the LANA 5' UTR. We have used chemical affinity to identify candidate target molecules of GA. In Aim 3, we propose to further characterize the mechanism of GA deregulation of LANA transcription and its potential targeting of the CTCF-cohesin complex. Together, these aims focus on a novel mechanism of gene regulation that maintains latency gene expression during latency, restricts the pathogenic expression of vGPCR, and may serve as a potential target for small molecule intervention in KSHV-associated disease.","2F"
2013,8403726,"5 R01 CA129560-05","DESCRIPTION (provided by applicant): Lymphoid malignancies such as lymphoma and leukemia often compromise host defense and have evolved mechanisms to evade immune surveillance. Burkitt lymphoma (BL) is a poorly immunogenic, highly malignant B-cell tumor characterized by chromosomal translocations that constitutively activate the c-myc oncogene. Effective tumor immune responses usually involve the stimulation and maintenance of tumor specific CD8+ HLA class I restricted T effector cells and tumor-specific CD4+ class II restricted T cells. Several groups have shown that BL can not present antigens (Ags) by class I molecules which contribute to their escaping immune recognition from tumor-specific CD8+ T cells. Recently, studies have also shown that HLA class II-restricted CD4+ cytotoxic T cells (CTL) could be generated against BL and as well as non-Hodgkins follicular lymphoma (FL). These studies support the feasibility of using sufficient tumor specific CD4+ T cells to eliminate B-cell tumors. Most B-cell tumors, including BL, express class II molecules, could provide their own MHC class II Ag presentation and be targets for CD4+ T cells. As BL are very poorly immunogenic, we hypothesize that BL and other B-cell lymphomas may also have a defect in stimulation of tumor-specific CD4+ T cells. Our data suggest that CD4+ T cells are unable to recognize Ag in association with HLA class II on BL/FL cells whereas, Epstein Barr Virus (EBV) infected B-cell lymphoblasts (B-LCL) efficiently process and present Ags to T cells in the context of class II molecules. The overall goal of this project is to elucidate the defect(s) in BL/FL responsible for this loss of Ag presentation by HLA class II and to assess whether these identified defect(s) are a global trait of B-cell lymphomas. We will determine the mechanisms for poor class II restricted HLA Ag presentation by BL, FL and other B-cell lymphomas using the following three specific aims: (1) Determine the defective step(s) in Burkitt lymphoma and other B-cell lymphomas that suppress the stimulation of Ag-specific, CD4+ HLA-class II-restricted T cells, (2) Determine mechanisms induced at pH 5.5 that restore the ability of Burkitt lymphoma to stimulate Ag-specific, CD4+ HLA-class II-restricted T cells, and (3) Identify and clone the inhibitory factors shed by Burkitt lymphoma at pH 5.5 that suppress HLA class II-restricted Ag presentation. Cellular, biochemical, molecular, proteomics and functional approaches will be employed to test these aims. These studies will elucidate novel mechanism(s) for restoring Ag presentation to BL cells and for suppressing B-LCL and DC Ag-class II presentation. The elucidated mechanisms will likely spur development of novel strategies to restore CD4+ T cell recognition and clearance of BL and other B-cell lymphomas.","2F"
2013,8403756,"5 R01 CA095318-09","DESCRIPTION (provided by applicant):  ?-herpesviruses are closely associated with the development of lymphoproliferative disease and lymphomas, as well as other cancers. Notably, herpesviruses in general are able to establish life-long infections in their natural host(s). The long term goal of this research is to understand how ?-herpesviruses manipulate normal B or T cell development to persist within the lymphoid compartment of the infected host. Understanding the mechanisms used by ?- herpesviruses to persist in the infected host may lead to the development of strategies for interfering with chronic infection. Such therapies would be useful in the management of immunosuppressed individuals (e.g., organ transplant and AIDS patients) who are particularly susceptible to developing ?-herpesvirus-associated tumors. The focus of the proposed studies on murine ?-herpesvirus 68 (MHV68; also referred to as MHV68) represents an ongoing effort to develop a tractable small animal model for characterizing establishment and maintenance of ?-herpesvirus latency within the lymphoid compartment, and to determine the importance of B cell latency in the maintenance of chronic infection. The specific aims of this renewal application are as follows: Aim 1. Characterization of MHV68 immortalized murine fetal liver-derived B cell lines:  1.a. Identify stage of B cell differentiation of MHV68 infected FLC-derived B cell lines; 1.b. Characterize viral gene expression in MHV68 infected FLC-derived B cell lines; 1.c. Determine what viral genes are essential for FLC-derived B cell immortalization; and 1.d. Adoptive transfer of MHV68 infected FLC-derived B cell lines into immunocompetent  mice.  Aim 2. Characterization of MHV68 latency programs and viral antigens:  2.a. Identify viral genes expressed in distinct latently infected B cell and macrophage populations;  2.b. Characterize alterations in target cells with viral mutants and altered routes of  inoculation; and  2.c. Characterize newly identified latency-associated gene products.  Aim 3. Role of B cells in maintaining chronic MHV68 infection:  3.a. Determine whether MHV68 infects progenitor cells in the bone marrow;  3.b. Characterize latently infected cell types in B cell-deficient (MuMT) mice; and  3.c. Assess consequences of depleting B cells prior to or following MHV68 infection.","2F"
